period,county,subcounty,type,pregnancy
2018Q2,Makueni County,Kibwezi West,Teen pregnancy (10 to 14 years),6
2018Q2,Makueni County,Kilome,Teen pregnancy (10 to 14 years),7
2018Q2,Makueni County,Makueni,Teen pregnancy (10 to 14 years),32
2018Q2,Makueni County,Mbooni,Teen pregnancy (10 to 14 years),22
2018Q2,Mandera County,Banissa,Teen pregnancy (10 to 14 years),4
2018Q2,Mandera County,Kutulo,Teen pregnancy (10 to 14 years),3
2018Q2,Mandera County,Lafey,Teen pregnancy (10 to 14 years),13
2018Q2,Mandera County,Mandera East,Teen pregnancy (10 to 14 years),1
2018Q2,Mandera County,Mandera North,Teen pregnancy (10 to 14 years),14
2018Q2,Mandera County,Mandera South,Teen pregnancy (10 to 14 years),0
2018Q2,Mandera County,Mandera West,Teen pregnancy (10 to 14 years),7
2018Q2,Marsabit County,Laisamis,Teen pregnancy (10 to 14 years),19
2018Q2,Marsabit County,Moyale,Teen pregnancy (10 to 14 years),97
2018Q2,Marsabit County,North Horr,Teen pregnancy (10 to 14 years),6
2018Q2,Marsabit County,Saku,Teen pregnancy (10 to 14 years),2
2018Q2,Meru County,Buuri,Teen pregnancy (10 to 14 years),2
2018Q2,Meru County,Igembe Central,Teen pregnancy (10 to 14 years),8
2018Q2,Meru County,Igembe North,Teen pregnancy (10 to 14 years),6
2018Q2,Meru County,Igembe South,Teen pregnancy (10 to 14 years),5
2018Q2,Meru County,Imenti Central,Teen pregnancy (10 to 14 years),28
2018Q2,Meru County,Imenti North,Teen pregnancy (10 to 14 years),10
2018Q2,Meru County,Imenti South,Teen pregnancy (10 to 14 years),6
2018Q2,Meru County,Tigania East,Teen pregnancy (10 to 14 years),85
2018Q2,Meru County,Tigania West,Teen pregnancy (10 to 14 years),7
2018Q2,Migori County,Awendo,Teen pregnancy (10 to 14 years),16
2018Q2,Migori County,Kuria East,Teen pregnancy (10 to 14 years),7
2018Q2,Migori County,Kuria West,Teen pregnancy (10 to 14 years),43
2018Q2,Migori County,Nyatike,Teen pregnancy (10 to 14 years),22
2018Q2,Migori County,Rongo,Teen pregnancy (10 to 14 years),14
2018Q2,Migori County,Suna East,Teen pregnancy (10 to 14 years),9
2018Q2,Migori County,Suna West,Teen pregnancy (10 to 14 years),13
2018Q2,Migori County,Uriri,Teen pregnancy (10 to 14 years),40
2018Q2,Mombasa County,Changamwe,Teen pregnancy (10 to 14 years),4
2018Q2,Mombasa County,Jomvu,Teen pregnancy (10 to 14 years),0
2018Q2,Mombasa County,Kisauni,Teen pregnancy (10 to 14 years),5
2018Q2,Mombasa County,Likoni,Teen pregnancy (10 to 14 years),1
2018Q2,Mombasa County,Mvita,Teen pregnancy (10 to 14 years),0
2018Q2,Mombasa County,Nyali,Teen pregnancy (10 to 14 years),177
2018Q2,Muranga County,Gatanga,Teen pregnancy (10 to 14 years),2
2018Q2,Muranga County,Kandara,Teen pregnancy (10 to 14 years),0
2018Q2,Muranga County,Kangema,Teen pregnancy (10 to 14 years),1
2018Q2,Muranga County,Kigumo,Teen pregnancy (10 to 14 years),1
2018Q2,Muranga County,Kiharu,Teen pregnancy (10 to 14 years),5
2018Q2,Muranga County,Mathioya,Teen pregnancy (10 to 14 years),5
2018Q2,Muranga County,Muranga South,Teen pregnancy (10 to 14 years),13
2018Q2,Nairobi County,Dagoretti North,Teen pregnancy (10 to 14 years),0
2018Q2,Nairobi County,Dagoretti South,Teen pregnancy (10 to 14 years),8
2018Q2,Nairobi County,Embakasi Central,Teen pregnancy (10 to 14 years),109
2018Q2,Nairobi County,Embakasi East,Teen pregnancy (10 to 14 years),6
2018Q2,Nairobi County,Embakasi North,Teen pregnancy (10 to 14 years),74
2018Q2,Nairobi County,Embakasi South,Teen pregnancy (10 to 14 years),17
2018Q2,Nairobi County,Embakasi West,Teen pregnancy (10 to 14 years),38
2018Q2,Nairobi County,Kamukunji,Teen pregnancy (10 to 14 years),58
2018Q2,Nairobi County,Kasarani,Teen pregnancy (10 to 14 years),33
2018Q2,Nairobi County,Kibra,Teen pregnancy (10 to 14 years),96
2018Q2,Nairobi County,Langata,Teen pregnancy (10 to 14 years),29
2018Q2,Nairobi County,Makadara,Teen pregnancy (10 to 14 years),4
2018Q2,Nairobi County,Mathare,Teen pregnancy (10 to 14 years),9
2018Q2,Nairobi County,Roysambu,Teen pregnancy (10 to 14 years),0
2018Q2,Nairobi County,Ruaraka,Teen pregnancy (10 to 14 years),28
2018Q2,Nairobi County,Starehe,Teen pregnancy (10 to 14 years),18
2018Q2,Nairobi County,Westlands,Teen pregnancy (10 to 14 years),9
2018Q2,Nakuru County,Gilgil,Teen pregnancy (10 to 14 years),11
2018Q2,Nakuru County,Kuresoi North,Teen pregnancy (10 to 14 years),18
2018Q2,Nakuru County,Kuresoi South,Teen pregnancy (10 to 14 years),2
2018Q2,Nakuru County,Molo,Teen pregnancy (10 to 14 years),49
2018Q2,Nakuru County,Naivasha,Teen pregnancy (10 to 14 years),3
2018Q2,Nakuru County,Nakuru East,Teen pregnancy (10 to 14 years),3
2018Q2,Nakuru County,Nakuru North,Teen pregnancy (10 to 14 years),12
2018Q2,Nakuru County,Nakuru West,Teen pregnancy (10 to 14 years),2
2018Q2,Nakuru County,Njoro,Teen pregnancy (10 to 14 years),6
2018Q2,Nakuru County,Rongai,Teen pregnancy (10 to 14 years),5
2018Q2,Nakuru County,Subukia,Teen pregnancy (10 to 14 years),3
2018Q2,Nandi County,Aldai,Teen pregnancy (10 to 14 years),34
2018Q2,Nandi County,Chesumei,Teen pregnancy (10 to 14 years),7
2018Q2,Nandi County,Emgwen,Teen pregnancy (10 to 14 years),32
2018Q2,Nandi County,Mosop,Teen pregnancy (10 to 14 years),36
2018Q2,Nandi County,Nandi Hills,Teen pregnancy (10 to 14 years),10
2018Q2,Nandi County,Tinderet,Teen pregnancy (10 to 14 years),14
2018Q2,Narok County,Narok East,Teen pregnancy (10 to 14 years),11
2018Q2,Narok County,Narok North,Teen pregnancy (10 to 14 years),20
2018Q2,Narok County,Narok South,Teen pregnancy (10 to 14 years),62
2018Q2,Narok County,Narok West,Teen pregnancy (10 to 14 years),33
2018Q2,Narok County,Transmara East,Teen pregnancy (10 to 14 years),39
2018Q2,Narok County,Transmara West,Teen pregnancy (10 to 14 years),27
2018Q2,Nyamira County,Borabu,Teen pregnancy (10 to 14 years),5
2018Q2,Nyamira County,Manga,Teen pregnancy (10 to 14 years),1
2018Q2,Nyamira County,Masaba North,Teen pregnancy (10 to 14 years),16
2018Q2,Nyamira County,Nyamira North,Teen pregnancy (10 to 14 years),13
2018Q2,Nyamira County,Nyamira,Teen pregnancy (10 to 14 years),33
2018Q2,Nyandarua County,Kinangop,Teen pregnancy (10 to 14 years),4
2018Q2,Nyandarua County,Kipipiri,Teen pregnancy (10 to 14 years),0
2018Q2,Nyandarua County,Ndaragwa,Teen pregnancy (10 to 14 years),6
2018Q2,Nyandarua County,Oljoroorok,Teen pregnancy (10 to 14 years),25
2018Q2,Nyandarua County,Olkalou,Teen pregnancy (10 to 14 years),0
2018Q2,Nyeri County,Kieni East,Teen pregnancy (10 to 14 years),0
2018Q2,Nyeri County,Kieni West,Teen pregnancy (10 to 14 years),3
2018Q2,Nyeri County,Mathira East,Teen pregnancy (10 to 14 years),0
2018Q2,Nyeri County,Mathira West,Teen pregnancy (10 to 14 years),0
2018Q2,Nyeri County,Mukurweini,Teen pregnancy (10 to 14 years),0
2018Q2,Nyeri County,Nyeri Central,Teen pregnancy (10 to 14 years),5
2018Q2,Nyeri County,Nyeri South,Teen pregnancy (10 to 14 years),0
2018Q2,Nyeri County,Tetu,Teen pregnancy (10 to 14 years),0
2018Q2,Samburu County,Samburu Central,Teen pregnancy (10 to 14 years),14
2018Q2,Samburu County,Samburu East,Teen pregnancy (10 to 14 years),4
2018Q2,Samburu County,Samburu North,Teen pregnancy (10 to 14 years),21
2018Q2,Siaya County,Alego Usonga,Teen pregnancy (10 to 14 years),12
2018Q2,Siaya County,Bondo,Teen pregnancy (10 to 14 years),21
2018Q2,Siaya County,Gem,Teen pregnancy (10 to 14 years),20
2018Q2,Siaya County,Rarieda,Teen pregnancy (10 to 14 years),13
2018Q2,Siaya County,Ugenya,Teen pregnancy (10 to 14 years),13
2018Q2,Siaya County,Ugunja,Teen pregnancy (10 to 14 years),34
2018Q2,Taita Taveta County,Mwatate,Teen pregnancy (10 to 14 years),5
2018Q2,Taita Taveta County,Taveta,Teen pregnancy (10 to 14 years),4
2018Q2,Taita Taveta County,Voi,Teen pregnancy (10 to 14 years),3
2018Q2,Taita Taveta County,Wundanyi,Teen pregnancy (10 to 14 years),0
2018Q2,Tana River County,Bura,Teen pregnancy (10 to 14 years),11
2018Q2,Tana River County,Galole,Teen pregnancy (10 to 14 years),7
2018Q2,Tana River County,Garsen,Teen pregnancy (10 to 14 years),9
2018Q2,Tharaka Nithi County,Chuka,Teen pregnancy (10 to 14 years),1
2018Q2,Tharaka Nithi County,Igambangombe,Teen pregnancy (10 to 14 years),0
2018Q2,Tharaka Nithi County,Muthambi,Teen pregnancy (10 to 14 years),2
2018Q2,Tharaka Nithi County,Mwimbi,Teen pregnancy (10 to 14 years),30
2018Q2,Tharaka Nithi County,Tharaka North,Teen pregnancy (10 to 14 years),25
2018Q2,Tharaka Nithi County,Tharaka South,Teen pregnancy (10 to 14 years),4
2018Q2,Trans Nzoia County,Cherangany,Teen pregnancy (10 to 14 years),108
2018Q2,Trans Nzoia County,Endebess,Teen pregnancy (10 to 14 years),200
2018Q2,Trans Nzoia County,Kiminini,Teen pregnancy (10 to 14 years),15
2018Q2,Trans Nzoia County,Kwanza,Teen pregnancy (10 to 14 years),14
2018Q2,Trans Nzoia County,Saboti,Teen pregnancy (10 to 14 years),6
2018Q2,Turkana County,Kibish,Teen pregnancy (10 to 14 years),13
2018Q2,Turkana County,Loima,Teen pregnancy (10 to 14 years),102
2018Q2,Turkana County,Turkana Central,Teen pregnancy (10 to 14 years),23
2018Q2,Turkana County,Turkana East,Teen pregnancy (10 to 14 years),74
2018Q2,Turkana County,Turkana North,Teen pregnancy (10 to 14 years),3
2018Q2,Turkana County,Turkana South,Teen pregnancy (10 to 14 years),9
2018Q2,Turkana County,Turkana West,Teen pregnancy (10 to 14 years),4
2018Q2,Uasin Gishu County,Ainabkoi,Teen pregnancy (10 to 14 years),4
2018Q2,Uasin Gishu County,Kapseret,Teen pregnancy (10 to 14 years),1
2018Q2,Uasin Gishu County,Kesses,Teen pregnancy (10 to 14 years),21
2018Q2,Uasin Gishu County,Moiben,Teen pregnancy (10 to 14 years),5
2018Q2,Uasin Gishu County,Soy,Teen pregnancy (10 to 14 years),5
2018Q2,Uasin Gishu County,Turbo,Teen pregnancy (10 to 14 years),17
2018Q2,Vihiga County,Emuhaya,Teen pregnancy (10 to 14 years),4
2018Q2,Vihiga County,Hamisi,Teen pregnancy (10 to 14 years),8
2018Q2,Vihiga County,Luanda,Teen pregnancy (10 to 14 years),32
2018Q2,Vihiga County,Sabatia,Teen pregnancy (10 to 14 years),2
2018Q2,Vihiga County,Vihiga,Teen pregnancy (10 to 14 years),1
2018Q2,Wajir County,Eldas,Teen pregnancy (10 to 14 years),16
2018Q2,Wajir County,Tarbaj,Teen pregnancy (10 to 14 years),0
2018Q2,Wajir County,Wajir East,Teen pregnancy (10 to 14 years),2
2018Q2,Wajir County,Wajir North,Teen pregnancy (10 to 14 years),18
2018Q2,Wajir County,Wajir South,Teen pregnancy (10 to 14 years),0
2018Q2,Wajir County,Wajir West,Teen pregnancy (10 to 14 years),28
2018Q2,West Pokot County,Pokot Central,Teen pregnancy (10 to 14 years),27
2018Q2,West Pokot County,Pokot North,Teen pregnancy (10 to 14 years),1
2018Q2,West Pokot County,Pokot South,Teen pregnancy (10 to 14 years),20
2018Q2,West Pokot County,West Pokot,Teen pregnancy (10 to 14 years),15
2018Q3,Baringo County,Baringo Central,Teen pregnancy (10 to 14 years),49
2018Q3,Baringo County,Baringo North,Teen pregnancy (10 to 14 years),13
2018Q3,Baringo County,East Pokot,Teen pregnancy (10 to 14 years),47
2018Q3,Baringo County,Koibatek,Teen pregnancy (10 to 14 years),23
2018Q3,Baringo County,Marigat,Teen pregnancy (10 to 14 years),43
2018Q3,Baringo County,Mogotio,Teen pregnancy (10 to 14 years),0
2018Q3,Baringo County,Tiaty East,Teen pregnancy (10 to 14 years),0
2018Q3,Bomet County,Bomet Central,Teen pregnancy (10 to 14 years),5
2018Q3,Bomet County,Bomet East,Teen pregnancy (10 to 14 years),27
2018Q3,Bomet County,Chepalungu,Teen pregnancy (10 to 14 years),11
2018Q3,Bomet County,Konoin,Teen pregnancy (10 to 14 years),13
2018Q3,Bomet County,Sotik,Teen pregnancy (10 to 14 years),8
2018Q3,Bungoma County,Bumula,Teen pregnancy (10 to 14 years),7
2018Q3,Bungoma County,Cheptais,Teen pregnancy (10 to 14 years),58
2018Q3,Bungoma County,Kabuchai,Teen pregnancy (10 to 14 years),17
2018Q3,Bungoma County,Kanduyi,Teen pregnancy (10 to 14 years),29
2018Q3,Bungoma County,Kimilili,Teen pregnancy (10 to 14 years),10
2018Q3,Bungoma County,Mt Elgon,Teen pregnancy (10 to 14 years),9
2018Q3,Bungoma County,Sirisia,Teen pregnancy (10 to 14 years),6
2018Q3,Bungoma County,Tongaren,Teen pregnancy (10 to 14 years),14
2018Q3,Bungoma County,Webuye East,Teen pregnancy (10 to 14 years),7
2018Q3,Bungoma County,Webuye West,Teen pregnancy (10 to 14 years),31
2018Q3,Busia County,Bunyala,Teen pregnancy (10 to 14 years),6
2018Q3,Busia County,Butula,Teen pregnancy (10 to 14 years),36
2018Q3,Busia County,Matayos,Teen pregnancy (10 to 14 years),6
2018Q3,Busia County,Nambale,Teen pregnancy (10 to 14 years),11
2018Q3,Busia County,Samia,Teen pregnancy (10 to 14 years),4
2018Q3,Busia County,Teso North,Teen pregnancy (10 to 14 years),9
2018Q3,Busia County,Teso South,Teen pregnancy (10 to 14 years),4
2018Q3,Elgeyo Marakwet County,Keiyo North,Teen pregnancy (10 to 14 years),5
2018Q3,Elgeyo Marakwet County,Keiyo South,Teen pregnancy (10 to 14 years),8
2018Q3,Elgeyo Marakwet County,Marakwet East,Teen pregnancy (10 to 14 years),11
2018Q3,Elgeyo Marakwet County,Marakwet West,Teen pregnancy (10 to 14 years),7
2018Q3,Embu County,Manyatta,Teen pregnancy (10 to 14 years),1
2018Q3,Embu County,Mbeere North,Teen pregnancy (10 to 14 years),0
2018Q3,Embu County,Mbeere South,Teen pregnancy (10 to 14 years),0
2018Q3,Embu County,Runyenjes,Teen pregnancy (10 to 14 years),12
2018Q3,Garissa County,Balambala,Teen pregnancy (10 to 14 years),22
2018Q3,Garissa County,Dadaab,Teen pregnancy (10 to 14 years),0
2018Q3,Garissa County,Fafi,Teen pregnancy (10 to 14 years),0
2018Q3,Garissa County,Garissa,Teen pregnancy (10 to 14 years),0
2018Q3,Garissa County,Hulugho,Teen pregnancy (10 to 14 years),0
2018Q3,Garissa County,Ijara,Teen pregnancy (10 to 14 years),82
2018Q3,Garissa County,Lagdera,Teen pregnancy (10 to 14 years),1
2018Q3,Homa Bay County,Homa Bay Town,Teen pregnancy (10 to 14 years),28
2018Q3,Homa Bay County,Kabondo Kasipul,Teen pregnancy (10 to 14 years),13
2018Q3,Homa Bay County,Karachuonyo,Teen pregnancy (10 to 14 years),34
2018Q3,Homa Bay County,Mbita,Teen pregnancy (10 to 14 years),16
2018Q3,Homa Bay County,Ndhiwa,Teen pregnancy (10 to 14 years),40
2018Q3,Homa Bay County,Rachuonyo South,Teen pregnancy (10 to 14 years),72
2018Q3,Homa Bay County,Rangwe,Teen pregnancy (10 to 14 years),19
2018Q3,Homa Bay County,Suba South,Teen pregnancy (10 to 14 years),27
2018Q3,Isiolo County,Garbatulla,Teen pregnancy (10 to 14 years),1
2018Q3,Isiolo County,Isiolo,Teen pregnancy (10 to 14 years),95
2018Q3,Isiolo County,Merti,Teen pregnancy (10 to 14 years),0
2018Q3,Kajiado County,Kajiado Central,Teen pregnancy (10 to 14 years),38
2018Q3,Kajiado County,Kajiado East,Teen pregnancy (10 to 14 years),71
2018Q3,Kajiado County,Kajiado North,Teen pregnancy (10 to 14 years),6
2018Q3,Kajiado County,Kajiado West,Teen pregnancy (10 to 14 years),120
2018Q3,Kajiado County,Loitokitok,Teen pregnancy (10 to 14 years),30
2018Q3,Kakamega County,Butere,Teen pregnancy (10 to 14 years),12
2018Q3,Kakamega County,Ikolomani,Teen pregnancy (10 to 14 years),1
2018Q3,Kakamega County,Khwisero,Teen pregnancy (10 to 14 years),0
2018Q3,Kakamega County,Likuyani,Teen pregnancy (10 to 14 years),4
2018Q3,Kakamega County,Lugari,Teen pregnancy (10 to 14 years),60
2018Q3,Kakamega County,Lurambi,Teen pregnancy (10 to 14 years),30
2018Q3,Kakamega County,Malava,Teen pregnancy (10 to 14 years),23
2018Q3,Kakamega County,Matungu,Teen pregnancy (10 to 14 years),4
2018Q3,Kakamega County,Mumias East,Teen pregnancy (10 to 14 years),12
2018Q3,Kakamega County,Mumias West,Teen pregnancy (10 to 14 years),2
2018Q3,Kakamega County,Navakholo,Teen pregnancy (10 to 14 years),3
2018Q3,Kakamega County,Shinyalu,Teen pregnancy (10 to 14 years),5
2018Q3,Kericho County,Ainamoi,Teen pregnancy (10 to 14 years),13
2018Q3,Kericho County,Belgut,Teen pregnancy (10 to 14 years),15
2018Q3,Kericho County,Bureti,Teen pregnancy (10 to 14 years),22
2018Q3,Kericho County,Kipkelion East,Teen pregnancy (10 to 14 years),9
2018Q3,Kericho County,Kipkelion West,Teen pregnancy (10 to 14 years),7
2018Q3,Kericho County,Sigowet/Soin,Teen pregnancy (10 to 14 years),96
2018Q3,Kiambu County,Gatundu North,Teen pregnancy (10 to 14 years),0
2018Q3,Kiambu County,Gatundu South,Teen pregnancy (10 to 14 years),79
2018Q3,Kiambu County,Githunguri,Teen pregnancy (10 to 14 years),1
2018Q3,Kiambu County,Juja,Teen pregnancy (10 to 14 years),3
2018Q3,Kiambu County,Kabete,Teen pregnancy (10 to 14 years),4
2018Q3,Kiambu County,Kiambaa,Teen pregnancy (10 to 14 years),11
2018Q3,Kiambu County,Kiambu Town,Teen pregnancy (10 to 14 years),0
2018Q3,Kiambu County,Kikuyu,Teen pregnancy (10 to 14 years),15
2018Q3,Kiambu County,Lari,Teen pregnancy (10 to 14 years),1
2018Q3,Kiambu County,Limuru,Teen pregnancy (10 to 14 years),1
2018Q3,Kiambu County,Ruiru,Teen pregnancy (10 to 14 years),5
2018Q3,Kiambu County,Thika Town,Teen pregnancy (10 to 14 years),7
2018Q3,Kilifi County,Ganze,Teen pregnancy (10 to 14 years),0
2018Q3,Kilifi County,Kaloleni,Teen pregnancy (10 to 14 years),0
2018Q3,Kilifi County,Kilifi North,Teen pregnancy (10 to 14 years),3
2018Q3,Kilifi County,Kilifi South,Teen pregnancy (10 to 14 years),4
2018Q3,Kilifi County,Magarini,Teen pregnancy (10 to 14 years),7
2018Q3,Kilifi County,Malindi,Teen pregnancy (10 to 14 years),11
2018Q3,Kilifi County,Rabai,Teen pregnancy (10 to 14 years),0
2018Q3,Kirinyaga County,Kirinyaga Central,Teen pregnancy (10 to 14 years),1
2018Q3,Kirinyaga County,Kirinyaga East,Teen pregnancy (10 to 14 years),1
2018Q3,Kirinyaga County,Kirinyaga North/Mwea West,Teen pregnancy (10 to 14 years),3
2018Q3,Kirinyaga County,Kirinyaga South,Teen pregnancy (10 to 14 years),9
2018Q3,Kirinyaga County,Kirinyaga West,Teen pregnancy (10 to 14 years),0
2018Q3,Kisii County,Bobasi,Teen pregnancy (10 to 14 years),7
2018Q3,Kisii County,Bomachoge Borabu,Teen pregnancy (10 to 14 years),20
2018Q3,Kisii County,Bomachoge Chache,Teen pregnancy (10 to 14 years),15
2018Q3,Kisii County,Bonchari,Teen pregnancy (10 to 14 years),19
2018Q3,Kisii County,Kitutu Chache North,Teen pregnancy (10 to 14 years),7
2018Q3,Kisii County,Kitutu Chache South,Teen pregnancy (10 to 14 years),8
2018Q3,Kisii County,Nyaribari Chache,Teen pregnancy (10 to 14 years),50
2018Q3,Kisii County,Nyaribari Masaba,Teen pregnancy (10 to 14 years),4
2018Q3,Kisii County,South Mugirango,Teen pregnancy (10 to 14 years),121
2018Q3,Kisumu County,Kisumu Central,Teen pregnancy (10 to 14 years),9
2018Q3,Kisumu County,Kisumu East,Teen pregnancy (10 to 14 years),3
2018Q3,Kisumu County,Kisumu West,Teen pregnancy (10 to 14 years),5
2018Q3,Kisumu County,Muhoroni,Teen pregnancy (10 to 14 years),15
2018Q3,Kisumu County,Nyakach,Teen pregnancy (10 to 14 years),12
2018Q3,Kisumu County,Nyando,Teen pregnancy (10 to 14 years),13
2018Q3,Kisumu County,Seme,Teen pregnancy (10 to 14 years),3
2018Q3,Kitui County,Kitui Central,Teen pregnancy (10 to 14 years),13
2018Q3,Kitui County,Kitui East,Teen pregnancy (10 to 14 years),6
2018Q3,Kitui County,Kitui Rural,Teen pregnancy (10 to 14 years),16
2018Q3,Kitui County,Kitui South,Teen pregnancy (10 to 14 years),6
2018Q3,Kitui County,Kitui West,Teen pregnancy (10 to 14 years),292
2018Q3,Kitui County,Mwingi Central,Teen pregnancy (10 to 14 years),13
2018Q3,Kitui County,Mwingi North,Teen pregnancy (10 to 14 years),11
2018Q3,Kitui County,Mwingi West,Teen pregnancy (10 to 14 years),1
2018Q3,Kwale County,Kinango,Teen pregnancy (10 to 14 years),42
2018Q3,Kwale County,Lunga Lunga,Teen pregnancy (10 to 14 years),15
2018Q3,Kwale County,Matuga,Teen pregnancy (10 to 14 years),9
2018Q3,Kwale County,Msambweni,Teen pregnancy (10 to 14 years),4
2018Q3,Laikipia County,Laikipia East,Teen pregnancy (10 to 14 years),18
2018Q3,Laikipia County,Laikipia North,Teen pregnancy (10 to 14 years),3
2018Q3,Laikipia County,Laikipia West,Teen pregnancy (10 to 14 years),11
2018Q3,Lamu County,Lamu East,Teen pregnancy (10 to 14 years),0
2018Q3,Lamu County,Lamu West,Teen pregnancy (10 to 14 years),12
2018Q3,Machakos County,Athi River,Teen pregnancy (10 to 14 years),1
2018Q3,Machakos County,Kalama,Teen pregnancy (10 to 14 years),0
2018Q3,Machakos County,Kangundo,Teen pregnancy (10 to 14 years),3
2018Q3,Machakos County,Kathiani,Teen pregnancy (10 to 14 years),1
2018Q3,Machakos County,Machakos,Teen pregnancy (10 to 14 years),1
2018Q3,Machakos County,Masinga,Teen pregnancy (10 to 14 years),0
