period,county,type,pregnancy
2020 Q2,Meru County,Teen pregnancy (15 to 19 years),2340
2020 Q2,Migori County,Teen pregnancy (15 to 19 years),1791
2020 Q2,Mombasa County,Teen pregnancy (15 to 19 years),402
2020 Q2,Muranga County,Teen pregnancy (15 to 19 years),1059
2020 Q2,Nairobi County,Teen pregnancy (15 to 19 years),3156
2020 Q2,Nakuru County,Teen pregnancy (15 to 19 years),2425
2020 Q2,Nandi County,Teen pregnancy (15 to 19 years),1346
2020 Q2,Narok County,Teen pregnancy (15 to 19 years),2744
2020 Q2,Nyamira County,Teen pregnancy (15 to 19 years),1176
2020 Q2,Nyandarua County,Teen pregnancy (15 to 19 years),562
2020 Q2,Nyeri County,Teen pregnancy (15 to 19 years),448
2020 Q2,Samburu County,Teen pregnancy (15 to 19 years),725
2020 Q2,Siaya County,Teen pregnancy (15 to 19 years),1445
2020 Q2,Taita Taveta County,Teen pregnancy (15 to 19 years),335
2020 Q2,Tana River County,Teen pregnancy (15 to 19 years),719
2020 Q2,Tharaka Nithi County,Teen pregnancy (15 to 19 years),741
2020 Q2,Trans Nzoia County,Teen pregnancy (15 to 19 years),2323
2020 Q2,Turkana County,Teen pregnancy (15 to 19 years),1426
2020 Q2,Uasin Gishu County,Teen pregnancy (15 to 19 years),858
2020 Q2,Vihiga County,Teen pregnancy (15 to 19 years),1189
2020 Q2,Wajir County,Teen pregnancy (15 to 19 years),586
2020 Q2,West Pokot County,Teen pregnancy (15 to 19 years),1666
